semaforo;localizacao1;localizacao2;funcionamento;utilizacao;sinalsonoro;sinalizadorciclista;Latitude;Longitude
334;21 de Abril, Rua;Cosme Viana, Rua;E/Git;Veic.C/Ped.;N;S;-8.076993;-34.909194
335;Fernando Simões Barbosa, Av.;Bruno Veloso, Rua;E/Git;Veicular;N;N;-8.121371;-34.901309
336;Recife, Av.;E/F ao Hospital Geral de Areias;E/Git;Ocasional/Ped.;N;N;-8.100611;-34.928171
337;Recife, Av.;E/F ao antigo BOMPREÇO;E/Git;Ocasional/Ped.;N;N;-8.112517;-34.926508
338;Domingos Ferreira, Av.;Bruno Veloso, Rua;E/Git;Veicular;N;N;-8.121631;-34.899050
339;João de Barros, Av.;Paraná, Próximo a Rua Marquês do;E/Git;Ocasional/Ped.;N;N;-8.042850;-34.890702
340;Apolo, Cais do;E/F à Prefeitura do Recife;E/Git;Ocasional/Ped.;S;N;-8.054344;-34.871957
341;Jerônimo Vilela, Rua;Baiapendi, Rua Marquês de;E;Veic.C/Ped.Ocas.;N;N;-8.025460;-34.882737
342;Cônego Barata, Rua;Em frente a APAE;E/Git;Ocasional/Ped.;S;N;-8.032146;-34.902614
343;Cruz Cabugá, Av.;Jaime da Fonte, Av.;E/Git;Veicular;N;N;-8.044646;-34.874888
344;Cruz Cabugá, Av.;Beco do Tramways;E/Git;Veicular;N;N;-8.043294;-34.873933
345;17 de Agosto, Av.;Lemos Torres, Rua;E/Git;Veic.C/Ped.Ocas.;S;N;-8.036436;-34.913909
346;17 de Agosto, Av.;Leonardo Cavalcanti, Rua;E/Git;Veicular;N;N;-8.037138;-34.914591
347;Cônego Barata, Rua;Em frente ao Hospital Ulisses Pernambucano;E/Git;Ocasional/Ped.;S;N;-8.032199;-34.902509
348;Carlos Gomes, Rua;Gomes Taborda, Rua;E/Git;Veicular;N;N;-8.059004;-34.911957
349;Agamenon Magalhães, Av. Gov.;Em frente ao Real Hosp. Português;E/Git;Ocasional/Ped.;N;N;-8.063700;-34.897595
350;Agamenon Magalhães, Av. Gov.;Em frente ao Real Hosp. Português;E/Git;Ocasional/Ped.;N;N;-8.063725;-34.897695
351;Dois Rios, Av.;Rio Xingú, Rua;E/Git;Veicular;N;N;-8.117766;-34.941927
352;Imperial, Rua;Cabo Eutrópio, Rua;E;Veic.C/Ped.Paral.;N;N;-8.077527;-34.899322
353;José Gonçalves de Medeiros, Rua;Estrada dos Remédios;E/Git;Veicular;N;N;-8.058948;-34.907222
354;Abdias de Carvalho, Av.;Santa Edwirgens, Rua;E/Git;Veicular;N;N;-8.062577;-34.911677
355;Abdias de Carvalho, Av.;Tabaiares, Rua (Girador do Sport);E/Git;Veicular;N;S;-8.061118;-34.904854
356;João de Barros, Av.;Visconde de Suassuna, Av.;E;Veicular;N;N;-8.050213;-34.889948
357;Odorico Mendes, Rua;Francisco Trindade, Rua Prof.;E;Veicular;N;N;-8.035389;-34.880524
358;Parnamirim, Pça.;Encanamento, Estrada do;E/Git;Veicular;N;N;-8.033040;-34.910404
359;Coelhos, Rua dos;E/F ao IMIP;E;Ocasional/Ped.;N;N;-8.066612;-34.889726
360;Alberto Paiva, Rua;Antônio Novaes, Rua;E/Git;Veicular;N;N;-8.043870;-34.900388
361;Hora, Rua da;Amélia, Rua (J. L. Silveira);E/Git;Veicular;N;N;-8.046217;-34.894335
362;Regueira Costa, Rua;José Maria, Rua Dr.;E/Git;Veicular;N;N;-8.035400;-34.898450
363;Moças, Rua das;Constância, Rua;E;Veicular;N;N;-8.016591;-34.883967
364;Norte Miguel Arraes de Alencar, Av.;José dos Anjos, Rua Prof.;E/Git;Veicular;N;N;-8.026245;-34.905490
365;João de Barros, Av.;Joaquim Felipe, Rua;E;Veicular;N;N;-8.053189;-34.889967
366;Conselheiro Aguiar, Av.;França Pereira, Rua;E/Git;Ocasional/Ped.;N;N;-8.106144;-34.889082
367;Sport Club do Recife, Rua;E/F ao Sport Clube do Recife;E/Git;Ocasional/Ped.;N;N;-8.061304;-34.903875
368;Joaquim Ribeiro, Av.;Francisco Torres, Rua;E/Git;Veicular;N;N;-8.030295;-34.957363
369;Padre Lemos, Rua;Em frente aos CORREIOS;E;Ocasional/Ped.;N;N;-8.022337;-34.919695
370;17 de Agosto, Av.;Monteiro, Pça. do;E/Git;Ocasional/Ped.;N;N;-8.027749;-34.928219
371;San Martin, Av. Gal.;Sigismundo Cabral de Melo, Próximo a Rua;E;Ocasional/Ped.;N;N;-8.073416;-34.929589
372;17 de Agosto, Av.;Casa Forte, Pça. de;E/Git;Veic.C/Ped.Ocas.;N;N;-8.035731;-34.920195
373;Joaquim Inácio, Av. Gal.;Frei Matias Teves, Av.;E/Git;Veicular;N;S;-8.062569;-34.896540
374;Luiz Freire, Av. Professor;Em frente à CEFET;E;Ocasional/Ped.;N;N;-8.058509;-34.949579
375;Abdias de Carvalho, Av.;Forte, Av. do;E/Git;Veic.C/Ped.;N;S;-8.062545;-34.932194
376;Norte Miguel Arraes de Alencar, Av.;Guadalupe, Rua;E/Git;Veicular;N;N;-8.040395;-34.886885
377;Marechal Deodoro, Rua;Castro Alves, Rua;E/Git;Veicular;N;N;-8.039653;-34.887309
378;Agamenon Magalhães, Av. Gov.;E/F ao Nº 674, (Sentido Olinda);E/Git;Ocasional/Ped.;N;N;-8.041235;-34.881592
379;Agamenon Magalhães, Av. Gov.;Ed.Visgueiro Nº1330, E/F ao;E/Git;Ocasional/Ped.;N;N;-8.040896;-34.881825
380;Domingos Ferreira, Av.;Artur Muniz, Rua;E/Git;Veicular;N;N;-8.105440;-34.889651
381;Dantas Barreto, Av.;Tobias Barreto, Rua (Pista Leste);E/Git;Ocasional/Ped.;N;N;-8.067750;-34.880055
382;Dantas Barreto, Av.;Tobias Barreto, Rua;E/Git;Veicular;N;N;-8.067598;-34.880289
383;Santa Rita, Cais de;Martins de Barros, Av.;E/Git;Veicular;N;N;-8.067341;-34.875618
384;Dantas Barreto, Av.;Passo da Pátria, Rua (Central);E/Git;Ocasional/Ped.;N;N;-8.069285;-34.881638
385;Mascarenhas de Morais, Av.;Muritiba, Rua;E/Git;Veicular;N;N;-8.112542;-34.912620
386;Mascarenhas de Morais, Av.;Itacaré, Rua;E/Git;Veic.C/Ped.Ocas.;N;N;-8.111426;-34.912393
387;Beira Rio, Av.;José Osório, Rua;E/Git;Veic.C/Ped.;N;N;-8.053042;-34.904730
388;Beberibe, Av.;Cidade do Monteiro, Av.;E;Veicular;N;N;-8.009337;-34.889131
389;17 de Agosto, Av.;E/F ao C.P.O.R.;E/Git;Veic.c/Ped.Ocas.;N;N;-8.037942;-34.918009
390;Remédios, Estrada dos;Tabaiares, Rua;E/Git;Veic.C/Ped.Paral.;S;N;-8.065242;-34.908034
391;São Miguel, Rua;E/F ao Colégio Pan Americano;E;Ocasional/Ped.;N;N;-8.080499;-34.912906
392;São Miguel, Rua;Troley, Rua do;E;Ocasional/Ped.;N;N;-8.080911;-34.919408
393;Recife, Av.;Gonçalves Magalhães, Rua;E/Git;Veicular;N;N;-8.120308;-34.919456
394;Bongi, Estrada Velha do;Remédios, Estrada dos;E;Veic.C/Ped.Paral.;N;N;-8.068958;-34.908466
395;Lindolfo Collor, Rua;Antônio Curado, Rua;E;Veicular;N;N;-8.052412;-34.941340
396;Olívia Menelau, Rua;Mascarenhas de Morais, Av.;E/Git;Veicular;N;N;-8.091147;-34.908513
397;Norte Miguel Arraes de Alencar, Av.;Em frente ao Nº 886;E/Git;Ocasional/Ped.;N;N;-8.044930;-34.880372
398;Beberibe, Av.;Em frente ao Nº 4510;E;Ocasional/Ped.;N;N;-8.004310;-34.896800
399;Arquiteto Luis Nunes, Rua;Álvaro Amorim, Rua;E/Git;Ocasional/Ped.;N;N;-8.086460;-34.909649
400;Desembargador José Neves, Av.;Aproximação Da Entrada Do Túnel Augusto Lucena No Sentido Cidsub;;;;;-8.121305;-34.909783
401;Dom Bosco, Rua;Batalhão da Rádio Patrulha, Em frente ao;E/Git;Ocasional/Ped.;N;N;-8.057437;-34.894809
402;Mac. Arthur, Av. Gal.;Jorge de Lima, Rua;E/Git;Ocasional/Ped.;N;N;-8.109790;-34.907568
403;San Martin, Av. Gal.;CORREIOS, Em frente aos;E;Ocasional/Ped.;N;N;-8.058427;-34.925094
404;Arraial, Estrada do;Padre Lemos, Rua;E/Git;Veic.c/Ped.Ocas.;S;N;-8.026759;-34.917731
405;Beberibe, Av.;Júlio Ramos, Rua;E;Veic.c/Ped.Ocas.;N;N;-8.019664;-34.894550
406;Futuro, Rua do;Em frente ao Parque da Jaqueira;E/Git;Ocasional/Ped.;N;N;-8.036082;-34.903974
407;Barão de Souza Leão, Rua;Santos Dumont, Em frente ao Colégio;E/Git;Ocasional/Ped.;S;N;-8.132167;-34.907281
408;Concórdia, Rua da;Sérgio Loreto, Rua;E/Git;Veicular;N;N;-8.071999;-34.884642
409;Conde de Irajá, Rua;Torre, Pça. da;E;Ocasional/Ped.;S;N;-8.047001;-34.913636
410;17 de Agosto, Av.;E/F ao Colégio Mater Christi;E;Ocasional/Ped.;N;N;-8.032824;-34.923126
411;Falcão de Lacerda, Rua;E/F ao Colégio Barão de Rio Branco;E;Ocasional/Ped.;N;N;-8.091702;-34.960211
412;João de Barros, Av.;Dom Vital, Rua;E/GIT;Ocasional/Ped.;N;N;-8.046496;-34.889856
413;Visconde de Albuquerque, Av.;Hospial D'Ávila, Em frente ao;E/Git;Ocasional/Ped.;N;N;-8.052039;-34.906643
414;Imperial, Rua;Em frente ao Nº 363;E/Git;Pedestre;N;N;-8.071947;-34.882129
415;17 de Agosto, Av.;Virgínia Loreto, Rua;E/Git;Ocasional/Ped.;N;N;-8.034731;-34.911633
416;Dois Irmãos, Av.;BR-101;E/Git;Veicular;N;N;-8.016837;-34.940941
417;Agamenon Magalhães, Av. Gov.;Derby, Pça. (pista Sul);E/Git;Veicular;N;N;-8.057480;-34.898221
418;Derby, Pça. (pista Sul);Jenner de Souza, Rua;E/Git;Veicular;N;N;-8.057518;-34.900070
419;Conselheiro Aguiar, Av.;Barão de Souza Leão, Rua;E/Git;Veicular;N;N;-8.132069;-34.901564
420;Capitão Zuzinha, Rua;Sá e Souza, Rua;E/GIt;Veicular;N;N;-8.134801;-34.906262
421;Arraial, Estrada do;Sebastião Alves, Próximo a Rua;E/Git;Veic.C/Ped.Paral.;N;N;-8.031005;-34.905445
422;Abdias de Carvalho, Av.;15 de Março, Rua;E/Git;Veicular;N;N;-8.061639;-34.930046
423;São Miguel, Rua;Odilon Tucuman, Rua;E;Ocasional/Ped.;N;N;-8.080699;-34.914588
424;Norte Miguel Arraes de Alencar, Av.;Bujarú, Rua;E;Ocasional/Ped.;N;N;-8.018246;-34.928354
425;São Miguel, Rua;Em frente ao Nº 1808;E;Ocasional/Ped.;N;N;-8.081510;-34.922600
426;Cosme Viana, Rua;Doutor Adelino, Rua;E/Git;Veicular;N;N;-8.075838;-34.909021
427;Treze De Maio, Rua;Pedro Afonso, Rua;;;;;-8.049454;-34.881627
428;13 de Maio, Rua;Da Saudade, Av.;E/Git;Veicular;N;N;-8.051091;-34.882771
429;Aurora, Rua da;Mamede Simões, Rua;E;Ocasional/Ped.;N;N;-8.058434;-34.879286
430;Cosme Viana, Rua;Alfredo Duarte, Rua Cel.;E/Git;Veicular;N;N;-8.071477;-34.909389
431;Alegre, Rua;Zeferino Agra, Rua;E;Ocasional/Ped.;N;N;-8.021129;-34.893056
432;Guilherme Pinto, Rua;E/F ao Instituto dos Cegos;E/Git;Ocasional/Ped.;S;N;-8.052197;-34.902136
433;Visconde de Jequitinhonha, Av.;Capitão Zuzinha, Rua;E/Git;Veicular;N;N;-8.133035;-34.902852
434;José Rufino, Av. Dr.;Sancho, Rua do;E/Git;Veic.C/Ped.Ocas.;N;N;-8.090909;-34.957331
435;Harmonia, Rua da;Encanamento, Estrada do;E/Git;Veicular;N;N;-8.031533;-34.915277
436;Apolo, Cais do;Militar, Av.;E/Git;Veicular;N;N;-8.053540;-34.871839
437;10 de Julho, Rua;Dom João VI, Av. (canal do Jordão);E/Git;Veicular;N;N;-8.135802;-34.908452
438;Boa Viagem, Av.;Próximo à Rua Verdes Mares;E/Git;Ocasional/Ped.;N;S;-8.135429;-34.901386
439;Mascarenhas de Morais, Av.;Nº 2727, Em Frente ao;E/Git;Ocasional/Ped.;S;N;-8.106415;-34.911255
440;Liberdade, Av.;Juvêncio Marques da Cunha, Rua;E/Git;Veic.C/Ped.Ocas.;N;N;-8.081032;-34.968542
441;Armindo Moura, Av.;Cosmorama, Rua;E/Git;Veicular;N;N;-8.148718;-34.914016
442;Silvino Macedo, Rua Sgt.;Antônio Torres Galvão, Rua;E/Git;Veicular;N;N;-8.112050;-34.906685
443;Visconde de Jequitinhonha, Av.;Charles Darwin, Rua;E/Git;Ocasional/Ped.;S;N;-8.130714;-34.902615
444;Domingos Ferreira, Av.;Sérgio Cardim, Rua Cel.;E/Git;Ocasional/Ped.;N;N;-8.130800;-34.901295
445;Boa Viagem, Av.;Zael Diógenes, Rua;E/Git;Veic.C/Ped.Paral.;N;S;-8.139063;-34.902598
446;Arraial, Estrada do;E/F ao nº 2926;E/Git;Ocasional/Ped.;N;N;-8.029410;-34.908300
447;Uriel de Holanda, Rua;Hildebrando Vasconcelos, Av.;E;Veic.C/Ped.Ocas.;N;N;-8.004139;-34.899555
448;Souza Bandeira, Rua;Tomaz Gonzaga, Rua;E;Veicular;N;N;-8.048884;-34.917864
449;Jean Emile Favre, Rua;Itacari, Rua;E;Veicular;N;N;-8.107902;-34.915933
450;Pampulha, Rua;Izabel de Souza, Rua;E/Git;Veicular;N;N;-8.109840;-34.912939
451;Norte Miguel Arraes de Alencar, Av.;Tijucal, Rua;E/Git;Veicular;N;N;-8.013432;-34.931481
452;Rui Barbosa, Av.;Em frente ao Parque da Jaqueira;E/Git;Ocasional/Ped.;N;N;-8.037930;-34.905533
453;Apolo, Cais do;Em frente ao Tribunal Regional Federal;E/Git;Ocasional/Ped.;N;N;-8.058771;-34.872580
454;Apolo, Cais do;Em frente a Praça Tiradentes;E/Git;Ocasional/Ped.;N;N;-8.058860;-34.872457
455;Cruz Cabugá, Av.;Em frente a Praça Abreu e Lima;E/Git;Veic.C/Ped.Ocas.;N;N;-8.046379;-34.876150
456;Norte Miguel Arraes de Alencar, Av.;Salvador de Sá, Rua;E/Git;Veic.C/Ped.Ocas.;N;N;-8.031505;-34.898032
457;Cruz Cabugá, Av.;Araripina, Rua;E;Ocasional/Ped.;N;N;-8.050455;-34.879040
458;Belém, Estrada de;Gonçalves Dias, Rua;E;Veic.C/Ped.;N;N;-8.032065;-34.877881
459;Conselheiro Rosa e Silva, Av.;Conselheiro Portela, Rua;E/Git;Veic.C/Ped.Paral.;N;N;-8.043634;-34.897365
460;Parnamirim, Av.;Leonardo Bezerra Cavalcante, Rua;E/Git;Veic.C/Ped.Paral.;N;N;-8.035814;-34.906837
461;Recife, Av.;Makro, Próximo ao Supermercado;E/Git;Ocasional/Ped.;N;N;-8.088813;-34.929836
462;Encanamento, Estrada do;Ferreira Lopes, Rua;E/Git;Veicular;N;N;-8.032263;-34.912967
463;Norte Miguel Arraes De Alencar, Av.;Vinte E Quatro De Agosto, Rua;;;;;-8.049120;-34.874913
464;Conselheiro Portela, Rua;Barão de Itamaracá, Rua;E/Git;Veicular;N;N;-8.042562;-34.894676
465;Agamenon Magalhães, Av. Gov.;E/F à Reitoria da FESP/UPE;E/Git;Ocasional/Ped.;S;N;-8.043816;-34.887198
466;Príncipe, Rua do;Em frente ao Hospital Geral do Recife;E/Git;Pedestre;N;N;-8.057845;-34.883644
467;Barão da Vitória, Rua;Em frente a Estação Central RFFSA;E;Pedestre;N;N;-8.066941;-34.883257
468;Cruz Cabugá, Av.;Shopping Tacaruna, ao lado do;E/Git;Ocasional/Ped.;N;N;-8.039662;-34.871386
469;17 de Agosto, Av.;Jader de Andrade, Rua;E/Git;Veicular;N;N;-8.033854;-34.922021
470;Cruz Cabugá, Av.;E/F ao Nº 1920 (Sent. Olinda);E/Git;Ocasional/Ped.;N;N;-8.039706;-34.871276
471;Mascarenhas de Morais, Av.;João Fontes, Rua;E/Git;Veicular;N;N;-8.125187;-34.914922
472;Moças, Rua das;Regeneração, Rua da;E;Veicular;N;N;-8.021438;-34.886511
473;12 de Setembro, Ponte;Santa Rita, Cais de;E/Git;Veicular;N;N;-8.068208;-34.874704
474;Cruz Cabugá, Av.;Em frente ao Hospital do Câncer;E/Git;Ocasional/Ped.;N;N;-8.042124;-34.873114
475;Dois Rios, Av.;Rio Chuí, Rua;E/Git;Ocasional/Ped.;S;N;-8.115407;-34.940297
476;Barão de Souza Leão, Rua;Desembargador José Neves, Rua;E/GIt;Veicular;N;N;-8.132819;-34.911010
477;Madre de Deus, Rua;Alfredo Lisboa, Av.;E/Git;Veicular;N;N;-8.066185;-34.873324
478;Cosme Viana, Rua;João Cardoso Aires, Rua;E/Git;Veicular;N;N;-8.141132;-34.911158
479;Cruz Cabugá, Av.;F. Barreto, Rua;E/Git;Ocasional/Ped.;N;N;-8.042155;-34.873047
480;Beberibe, Av.;Em frente ao Nº 621;E/Git;Ocasional/Ped.;S;N;-8.031910;-34.89200
481;Sport Club do Recife, Rua;Benedito Monteiro, Rua Prof.;E/Git;Veicular;N;N;-8.061132;-34.904010
482;Do Forte, Av.;Em frente a Praça do Forte;E;Ocasional/Ped.;N;N;-8.058380;-34.931269
483;Boa Viagem, Av.;Vicente Gomes, Rua;E/Git;Veic.C/Ped.Paral.;N;S;-8.133277;-34.900494
484;Domingos Ferreira, Av.;Henrique Capitulino, Rua;E/Git;Ocasional/Ped.;N;N;-8.109199;-34.891495
485;Leonardo Cavalcante, Rua;Rua Igarassu;E;Veicular;N;N;-8.039059;-34.911532
486;Conde da Boa Vista, Av.;Sete de Setembro, Rua;E/Git;Ocasional/Ped.;S;N;-8.061073;-34.883421
487;José Bonifácio, Rua;Marcos André, Rua;E/Git;Veicular;N;N;-8.041003;-34.908696
488;República, Pça. da;E/F ao Palácio das Princesas;E;Ocasional/Ped.;S;N;-8.060398;-34.877658
489;Caxangá, Av.;José Osório, Rua;E/Git;Veicular;N;N;-8.054367;-34.913983
490;Frei Matias Teves, Av.;Francisco Alves, Rua;E/Git;Veic.C/Ped.Ocas.;N;N;-8.066542;-34.895424
491;José Rufino, Av. Dr.;E/F à Igreja de Santa Luzia;E;Ocasional/Ped.;N;N;-8.086622;-34.930909
492;Beberibe, Av.;Ramiz Galvão, Rua;E/Git;Veic.C/Ped.Ocas.;N;N;-8.025192;-34.893494
493;Arquiteto Luis Nunes, Rua;Em frente ao Nº 551;E/Git;Ocasional/Ped.;N;N;-8.088710;-34.910400
494;Recife, Av.;Rua Gregório Caldas;E/Git;Veic.C/Ped.Ocas.;N;N;-8.096045;-34.928796
495;Mem de Sá, Rua;Jerônimo Gueiros, Rua Prof.;E;Veicular;N;N;-8.029678;-34.889778
496;Ribeiro de Brito, Rua;Agenor Lopes, Rua;E/Git;Veicular;N;N;-8.122962;-34.905851
497;José Rufino, Av. Dr.;Em frente a Estação do Metrô;E/Git;Ocasional/Ped.;N;N;-8.090773;-34.956702
498;Joaquim Nabuco, Rua;Guilherme Pinto, Rua;E/Git;Veicular;N;N;-8.052791;-34.902218
499;Cosme Viana, Rua;Rua Pe. Teófilo Twortz;E;Veic.c/Ped.Ocas.;S;N;-8.065205;-34.909143
500;Dois Irmãos, Av.;Mandacaru, Rua;E;Veicular;N;N;-8.021975;-34.931659
501;Mascarenhas de Morais, Av.;Frigoríficos, Estrada dos (próximo);E/Git;Ocasional/Ped.;N;N;-8.103560;-34.910724
502;Mascarenhas de Morais, Av.;Itália, Rua (próximo);E/Git;Ocasional/Ped.;N;N;-8.103578;-34.910910
503;João Ivo da Silva, Rua;Próx. a Rua Teófilo Twortz;E;Ocasional/Ped.;S;N;-8.065091;-34.909180
504;Belém, Estrada de;Fonseca de Oliveira, Rua;E;Veic.c/Ped.Ocas.;N;N;-8.032296;-34.879488
505;São Nicolau, Rua;Hélio Brandão, Rua;E/Git;Veicular;N;N;-8.106765;-34.925860
506;José Rufino, Av. Dr.;Próximo ao SENAI;E;Ocasional/Ped.;N;N;-8.089689;-34.933992
507;São Paulo, Av.;Leandro Barreto, Rua;E/Git;Veic.C/Ped.Paral.;N;N;-8.079773;-34.940728
508;Francisco Alves, Rua;Miguel de Cervante, Praça;E;Veicular;N;N;-8.067278;-34.893830
509;Sul, Av.;José de Sá Leitão, Rua Padre;E/Git;Veicular;N;N;-8.075179;-34.889954
510;Imperial, Rua;Raposo, Travessa do;E/Git;Veicular;N;N;-8.074596;-34.890171
511;Imperial, Rua;Azevedo, Travessa do;E/Git;Veicular;N;N;-8.074426;-34.889726
512;Rio Largo, Av.;Doze de Julho, Rua;E;Ocasional/Ped.;N;N;-8.112915;-34.953042
513;Conselheiro Teodoro, Rua;Tomás Gonzaga, Rua;E;Veicular;N;N;-8.049306;-34.915263
514;Beberibe, Av.;Em frente ao Nº 4277;E;Ocasional/Ped.;N;N;-8.004510;-34.895100
515;Benfica, Rua;Euclides da Cunha, Praça;E/Git;Veicular;N;N;-8.058326;-34.904122
516;Derby, Praça do;Estação BRT Derby (Sub/Cid);E/Git;Ocasional/Ped.;N;N;-8.056757;-34.899417
517;Beberibe, Av.;E/F ao Instituto Sto. Amaro;E;Ocasional/Ped.;N;N;-8.007810;-34.889900
518;Dois Rios, Av.;Jornalista Edson Regis, Rua;E/Git;Veicular;N;N;-8.109113;-34.935269
519;Prof. Eduardo Wanderley Filho, Rua;Em frente ao Nº 110;E;Ocasional/Ped.;N;N;-8.082546;-34.907681
520;Acadêmico Hélio Ramos, Rua;Amaro Poroca, Rua;E;Veic.c/Ped.Ocas.;N;N;-8.049597;-34.954629
521;Conselheiro Portela, Rua;Futuro, Rua do;E/Git;Veicular;N;N;-8.043868;-34.898305
522;Conselheiro Rosa e Silva, Av.;Antenor Navarro, Rua;E/Git;Veic.C/Ped.Paral.;N;N;-8.036899;-34.901582
523;Cruz Cabugá, Av.;Lima, Rua do;E;Ocasional/Ped.;N;N;-8.052469;-34.880509
524;Remédios, Estrada dos;Inconfidentes, Rua (próximo);E;Ocasional/Ped.;N;N;-8.070979;-34.908135
525;Cosme Viana, Rua;3 de Agosto, Rua;E/Git;Veicular;N;N;-8.074565;-34.908909
